url,label
https://benriyatakuto.floppy.jp/172.19.48.99/ddhl/globalsources/index2.php?email=,phishing
https://statement-9d08c.web.app/,phishing
https://www.corriecooks.com,safe
https://g6puo3.webwave.dev/,phishing
https://www.parks.wa.gov,safe
https://www.radioreference.com,safe
https://khqyuakjqkyi.firebaseapp.com/,phishing
https://carouselling-point-pay.web.app/mined/index.html,phishing
https://www.acubekraft.com,safe
https://www.numberphile.com,safe
http://www.185hf.com,phishing
https://www.hewale.net,safe
https://business-page-appeal-2334.web.app/,phishing
https://www.follypdx.com,safe
http://www.ralozimper.com,phishing
https://www.al-shia.org,safe
https://www.thirdlooks.com,safe
https://www.compstonkitchen.com,safe
https://www.forschungen-engi.ch,safe
http://enviosdhlexpress.com/,phishing
http://www.saisoncard.co.jp.ooppox.xyz/,phishing
https://acessodasuafaturaluiza.com/?gclid=eaiaiqobchmio6sy5r3a_qivtobcch06zadreaayasaaegigvfd_bwe,phishing
http://www.kundenwelt.com,phishing
https://www.cittyo.com,safe
https://www.fiftyyearsofawoman.com,safe
https://www.columbiaco.com,safe
http://www.lespetitsplatsdetina.com,phishing
https://www.pave.org.sg,safe
http://www.shafarack.ga,phishing
https://www.fig.us,safe
https://mxtkkh79df637a616f5d109.akperlap.ru/,phishing
https://www.lakecowichangazette.com,safe
https://www.estovadetapas.com,safe
http://www.52t34tyt43.xyz,phishing
http://www.thepngbusiness.com,phishing
https://www.oriel.ox.ac.uk,safe
https://www.google.com/search?ei=xb9pzni9lfgx8gl7samacw&gclid=eaiaiqobchminfcyssbz_givawgrch059g9weaayasaaeglolfd_bwe&gs_lcp=cgxnd3mtd2l6lxnlcnaqaziecaaqrziecaaqrziecaaqrziecaaqrziecaaqrziecaaqrziecaaqrziecaaqrzokcaaqrxdwbbcwazokcaaqiguqsamqqzovcc4qiguqxweq0qmqyamqsamqqxgbohuilhckbrdharcvardiaxcwaxbdgafkbahbgabkbqhaegexukckwkckykuoaajwangagaeaiaeakgeamaeaoaebyaeiwaeb2gegcaeqargi&oq=cs+money&q=cs+money&sclient=gws-wiz-serp&uact=5&utm_campaign=d123&ved=0ahukewiy4jdondt-ahxxmfwkhftycraq4dudca8,phishing
https://www.stammtischmusik.at,safe
http://www.buildingdigitalmind.com,phishing
http://www.ir-eblaghe.cf,phishing
http://www.db1.samuelblog.site,phishing
http://www.gainc.info,phishing
https://www.thecasecentre.org,safe
https://nine3five.com/,phishing
http://mail.pemulihan11297.3gp.work.gd/,phishing
http://alter-ed.com.ng/wells_fargo/login.php?id=signin88ca35e43ba00d5ad69cfe54e,phishing
https://aol-102196.weeblysite.com/,phishing
https://bancolombia.com72388292.repl.co/,phishing
https://www.eastrussia.ru,safe
https://www.rakennuslehti.fi,safe
https://www.bulovasrestorations.com,safe
http://www.ecorarte.com,phishing
http://sdpmlf.hyperphp.com/,phishing
https://www.besttrendingnews.com,safe
http://www.serveftp.org,phishing
https://www.pumpkin.care,safe
http://www.macarthursflowers.com,phishing
https://www.mechini.com,safe
https://www.mureview.net,safe
https://092c9c3b-dd9b-441e-a3b5-8ee2d397bdd7.id.repl.co/,phishing
https://load-delay-wait.web.app/,phishing
https://www.phloem.app,safe
https://web-6ab5e.firebaseapp.com/,phishing
https://johnrich.ml/hype/verifica/anomalia,phishing
https://connection-orangebank-certicode.derlma.com/5489723/,phishing
https://smespacnebitl-comfr.firebaseapp.com/,phishing
https://www.azd.uscourts.gov,safe
https://fb-restriction-case-ac669.web.app/,phishing
http://www.moveonedegree.com,phishing
https://www.epita.fr,safe
https://www.sesc.com.br,safe
https://www.billingschamber.com,safe
https://www.massterpenes.com,safe
https://www.landmarkpallavaa.com,safe
https://www.sovrn.com,safe
https://www.bycarianne.com,safe
https://which0x006.firebaseapp.com/,phishing
https://www.bma.org.uk,safe
http://www.carmana.store,phishing
http://www.albertoforwardings.us,phishing
https://attmailchecker1.weeblysite.com/,phishing
https://www.thss.tsinghua.edu.cn,safe
https://delay-is-temporary-2753f.firebaseapp.com/,phishing
https://www.gemsofwar.com,safe
http://www.telegramself.ml,phishing
https://www.lennartverhoeff.net,safe
https://wwwsnbc.dfiwallet.com/jp.php,phishing
https://www.afmuseum.com,safe
https://autumn-meadow-61a4.reboye92376587.workers.dev/,phishing
https://www.radioprimetime.org,safe
https://www.eraction.org,safe
https://eljardindelosnovios.com/wp-content/plugins/vino,phishing
https://www.cell-auto.com,safe
http://www.hometownflooringwf.com,phishing
https://sej.eleveniw.info/,phishing
https://vsq214.webwave.dev/,phishing
https://robertshepard35.wixsite.com/my-site,phishing
http://www.daxia123.cn,phishing
https://allspurlabs.com/wp-content/plugins/us/k/verification/,phishing
http://1742tg053bsinesspgrstrctdrcvry498056.duckdns.org/,phishing
https://www.seomastering.com,safe
https://americanasloja.com/inbdqw,phishing
https://www.malanijewelers.com,safe
https://www.storytellersunplugged.com,safe
https://www.flashscore.com,safe
https://www.tours-eti.com,safe
https://www.softmogul.com,safe
http://myaeclsugs.duckbetog.club/vnafvra97w/?q=3717065149&id=100,phishing
https://www.maria-johnsen.com,safe
https://www.amisdebourvil.fr,safe
https://www.medhos.in,safe
https://www.siirtolapuutarhaliitto.fi,safe
https://bafybeihm44mdqkxvhkjofw5w6qunk46cux55wzwzsaaiuwokwnl2e7cmpq.ipfs.dweb.link/,phishing
https://file-share-from-james-open-view.web.app/,phishing
https://www.radyofm60.com,safe
http://www.brieny.cf,phishing
https://www.myfeetinmotion.com,safe
http://metawalletss.com/,phishing
http://www.royaltyrealtynsb.com,phishing
https://www.csa.fr,safe
https://www.facealacrise.be,safe
https://www.michaelriddle.com,safe
http://www.gjocmdx.ru,phishing
https://sinplagasbolivia.com/ff/,phishing
https://confirm.address-match.workers.dev/,phishing
https://metafb-4p2hl40.web.app/,phishing
http://www.toolbox.nl,phishing
https://www.tellmeacharm.com,safe
https://www.pearlsharbor.de,safe
https://www.cannesguide.com,safe
https://www.stuffedwithplushtoys.com,safe
https://www.jewishpolicycenter.org,safe
https://fbreview1008237587872.firebaseapp.com/,phishing
https://www.greenrope.com,safe
https://www.usehammock.com,safe
https://aol-mail-106111.weeblysite.com/,phishing
https://bfbfgbfvf.boxmode.io/,phishing
https://authsecuritecle.web.app/,phishing
http://www.digitalgroupe.com,phishing
http://www.integrity-roofers.com,phishing
https://www.fattureincloud.it,safe
http://www.listen-books.com,phishing
https://www.everyworks.de,safe
http://www.phpencryptssl.com,phishing
https://www.mhresources.org,safe
https://www.stodels.com,safe
https://storageapi-stg.fleek.co/6c5e0145-aee9-49fc-9228-08dde84ed78c-bucket/shio/index%20(2).html,phishing
http://www.help.purpledaily.com,phishing
https://aave-ethereum.info/#/,phishing
https://www.skepticblog.org,safe
https://www.tagwerk.info/rmat/verification/pii/payment_oath?74d101db17b39beb856d26f2db17b39bd22d32d22d3204021eb856d26f2db17b39bd22d3204021eb0bf7d=,phishing
https://www.energyfm.co.uk,safe
https://www.ama-co-zon.jp.5865086.com,phishing
http://www.lr-adl.xyz,phishing
https://www.uzone.id,safe
http://www.paynae.cf,phishing
https://ubank-login-review.com,phishing
https://www.tee-app.com,safe
https://hramvintesd.hynige.cf/?tranzakt39906,phishing
https://www.wausauschools.org,safe
https://connexion-bpnsecur-fondation.web.app/,phishing
https://www.lovemaineadventures.com,safe
https://claiming.lensr.xyz/,phishing
https://veganbuddha.co.uk/js/afcu,phishing
https://www.heavenlygreens.com,safe
https://treisdg.jungleheart.com/,phishing
https://www.tomkins.org,safe
https://hdsxd1.firebaseapp.com/,phishing
https://www.cassproject.org,safe
https://www.hamburger-reformation.de,safe
https://www.internationalmagic.com,safe
http://www.drroller.us,phishing
https://www.swissolympic.ch,safe
https://www.whatcomcounty.us,safe
https://www.paademode.com,safe
https://www.cg-projects.com,safe
https://service-106870.weeblysite.com/,phishing
http://www.crackling123.appspot.com,phishing
https://www.intmedsafe.net,safe
https://www.hipjehuwelijkin.nl,safe
https://www.ph-kaernten.ac.at,safe
https://www.hakes.com,safe
https://www.worldswithoutend.com,safe
https://www.amazing-trekking.com,safe
https://www.losarcanos.com,safe
http://www.saisson-co-jp.aeocnse.tyjlpa.top/jp.php,phishing
http://www.a63vfd6e57.s3.ap-northeast-1.amazonaws.com,phishing
http://www.atomi.beeppool.org,phishing
https://www.jasperfforde.com,safe
https://www.phaionline.org,safe
http://www.sena-adrlins.cf,phishing
https://dev-latamairllines.pantheonsite.io/,phishing
https://tribelio.page/checkpoint00119274,phishing
https://www.mmstadium.com,safe
https://vanillagiftclub.shop/checkbalance/,phishing
https://www.crypto-news-flash.com,safe
https://www.trishtech.com,safe
https://www.editionlidu.com,safe
https://www.realpage.com,safe
https://sites.google.com/view/hccwc/home,phishing
http://www.mestand.com,phishing
https://www.prettyrealblog.com,safe
http://www.naver.com-pass.online,phishing
https://www.elayneboosler.com,safe
https://www.mirrors.pdp-11.ru,safe
https://www.thehits.co.nz,safe
https://snowy-art-fe31.tql35vg01086.workers.dev/,phishing
https://www.issoy.fi,safe
https://www-info-orico.kilnpay.com/,phishing
https://www.toshin.com,safe
https://www.bitdefender.com,safe
https://www.nzjoy.com/,phishing
https://www.kizzykingston.com,safe
http://nbdbangla.com/wp-content/wflogs/me/web/boacpanele/web/login.php,phishing
http://mcgu457dcvbnfgtu.bio/login.php,phishing
https://bit.ly/3xzprsr,phishing
https://www.katzdzynes.com,safe
https://www.sla.org,safe
https://www.rfs.ru,safe
https://www.protocol-rocketpool.org/,phishing
https://www.volunteernow.org,safe
https://www.inforse.org,safe
https://www.theclearmask.com,safe
http://v1claims.publicvm.com/,phishing
https://att-108920.weeblysite.com/,phishing
https://business-confirm-appeal.web.app/,phishing
http://www.v2cde1b0d66c767a23cfb34c14552836d3.ws,phishing
https://www.alizila.com,safe
https://www.robertgaskins.com,safe
https://www.maartenluther.com,safe
https://organisasi.bulungan.go.id/public/p4xlgcwf4dtybynejbwatxlfyvhq8gf7,phishing
https://www.comunicati.cat,safe
https://www.leathercouncil.org,safe
https://www.turtleexpedition.com,safe
http://www.quicksytes.com,phishing
https://www.learnbig.net,safe
https://www.katewhitcomb.com,safe
https://www.mailsend-online.com,safe
https://ipfs.litnet.work/ipfs/bafybeiardsa5er7hxrjr74j6khdgikhmxomx5hrwldrefftslvh72a3rai/karatwebautoback.html,phishing
https://ipfs.litnet.work/ipfs/bafybeifkh27c2b2hqmm2tte5jp6eq3uincyhmxxaukoespre46zjpexybe,phishing
https://www.vumingo.com,safe
https://login-cliente-rapido2023.com/luiza/home.php?userid=&uri=yc4kgyxpyiiys6i9h2e5vzj2n/mgjfs1d73alcee5ug=,phishing
http://reactbisitetoke.260mb.net/,phishing
http://www.pagsalon.com,phishing
http://www.agentad.cc,phishing
https://gateway.ipfs.io/ipfs/bafybeihbg3efsd2hiqwl3xba37vfj5vcd23zwy747mcz6nkc7piu3gecpq/dropmebox22_ofic4.html,phishing
http://mail.portale-utente-info.162-0-216-30.cprapid.com/checkclient.php?&amp;sessionid=9d30164cdeb61a4caaff2d044a3fd599,phishing
https://ipfs.eth.aragon.network/ipfs/bafybeidvnscpg4et53tdvs4iel5cxua2j4ffcjoyupkyymkgjl2rpywxq4,phishing
https://www.melissajill.com,safe
https://www.wolveswithin.com,safe
https://www.uruknet.info,safe
https://www.watchgmctv.com,safe
https://wwwinforaknteo.harmonysemi.com/,phishing
https://www.londonaftermidnight.com,safe
https://www.clawhammersupply.com,safe
https://www.nais.org,safe
https://www.viyatek.io,safe
http://www.caretodayuk.co.uk,phishing
http://www.shaparkl-saman.ml,phishing
https://www.1000bottlesparty.com/jp,phishing
https://www.wcpinst.org,safe
https://www.caseme.com.br,safe
http://www.4b758c2e938d65bee050.blogspot.com,phishing
https://www.businesstravelnewseurope.com,safe
https://licoresesurez.com/css/js/credit-agricolefr/credit-agricoleverification/8d9f3f76293b395/region.php?particulier,phishing
https://www.nsrc.org,safe
https://amazon-ert.dumb1.com/mobile/lbk0dhjdedzfbyd.php,phishing
https://ipfs.litnet.work/ipfs/bafybeiafxdm5vr62p7xbfs2yivhsfkd5ruztk5ctuhpmpspjomxxp7xybq,phishing
https://www.atelierozmoz.be,safe
https://www.denbypottery.com,safe
http://www.festadevagabundo.top,phishing
https://saika69sex.monster/qdoj8,phishing
https://open-securepage.myportfolio.com/,phishing
http://www.mamj.ru,phishing
https://www.therushes.com,safe
https://www.annegreendesign.com,safe
https://www.bolay.com,safe
https://www.bonafideresearch.com,safe
https://www.fiesc.com.br,safe
https://www.iloveindia.com,safe
https://optusnet-login.com/au/webmail/index.html,phishing
https://jokemoothong.com/homes/secure/781e3deab7c8110/region.php?particulier,phishing
https://www.chrisfinke.com,safe
https://wan.cresnew.com/,phishing
https://www.rhalliburtonstar.com,safe
https://www.goingcarbonneutral.co.uk,safe
http://www.infomarketx.com,phishing
https://www.xpresidentx.es,safe
https://www.extremeclothespins.com,safe
https://www.apctt.org,safe
https://www.michaelscollier.com,safe
https://www.sparkandspark.com,safe
https://www.plasticsnews.com,safe
https://www.universityreview.org,safe
https://www.academia.org.br,safe
https://e8620582-8a7b-461f-a8bd-f255565d2980.id.repl.co/,phishing
https://www.justfinewine.ca,safe
https://www.norfolktourism.ca,safe
https://www.lussagin.com,safe
https://www.zm.com.br,safe
https://7db54cd6-128e-46f1-a624-0ece2ca8803d.id.repl.co,phishing
https://www.comec.org.uk,safe
https://www.thediamondroom.com,safe
http://dstatisticbot.com/,phishing
https://www.thecreativeseason.com,safe
https://docs.google.com/forms/d/e/1faipqlsf6pnqx1hmg6p62ihlatd2uww4pn7bxmaxskc87emngazzd8a/viewform?usp=send_form,phishing
https://www.lmcuk.com,safe
https://www.parcelpending.com,safe
https://www.brswimwear.com,safe
https://mttbbmobileeonlinee.firebaseapp.com/,phishing
https://www.ottawacountyauditor.org,safe
https://www.birdsnz.org.nz,safe
https://storageapi.fleek.co/0652a24b-c0d4-416b-b85f-2ad34515c5ba-bucket/faktura/europe.html,phishing
http://www.mindslaver.com,phishing
https://www.myglobalplatter.com,safe
https://www.anggitaramani.com,safe
http://www.a0669572.xsph.ru,phishing
https://www.helpwantedprevention.org,safe
https://www.frenchkissrecords.com,safe
http://www.ag.gp,phishing
http://www.soeme.com,phishing
https://www.fares-foundation.org,safe
https://tribelio.page/apremconfirmation?report,phishing
http://www.hospitaldesitges.cat,phishing
https://www.madagate.org,safe
https://www.vala.ma,safe
https://benjamincustommodulars.net/wp-admin/main/ing/,phishing
https://www.suttoncricketclub.com,safe
http://nilstiers.com,phishing
https://www.circusscientist.com,safe
https://www.wpleadplus.com,safe
https://www.greyhound.com.mx,safe
https://maildinshaakckjnw49.firebaseapp.com/,phishing
https://storieforall.builderallwppro.com/mmdh/,phishing
https://www.gymx-app.de,safe
https://www.commercial-news.com,safe
http://www.fense.nowurl.fun,phishing
https://aol-102365.weeblysite.com/,phishing
http://www.baidu.wookhost.me,phishing
https://empty-bread-229f.jgfjera.workers.dev/,phishing
https://www.city-link.co.in/wp-files/s.html,phishing
https://www.ferro-alloys.cn,safe
https://www.policyarchive.org,safe
http://www.artzvuk.by,phishing
http://thauthproximus.from-ia.com,phishing
http://www.versatilehairshop.com,phishing
http://vnbthdwqky.duckdns.org/,phishing
https://www.memoryfoamwarehouse.co.uk,safe
https://wwwinfoview.sangfengyun.com/,phishing
http://www.holipath.com,phishing
http://www.zayc.club,phishing
http://banconacionalcr.vastserve.com,phishing
http://www.securenab-aus.com,phishing
https://www.teplice.cz,safe
https://www.kmu.edu.tw,safe
https://online-8-pdf.web.app/,phishing
https://www.navy.lk,safe
http://www.thruhere.net,phishing
https://www.imageeditexpert.com,safe
https://www.cafamuseum.org,safe
https://www.rarlab.com,safe
https://www.inovablood.org,safe
https://mail-103801-104891.square.site/,phishing
https://www.addierawr.com,safe
https://www.danas.rs,safe
https://www.kimchiandbasil.com,safe
https://www.maineboats.com,safe
https://www.sea-angling-ireland.org,safe
https://www.allegrodvt.com,safe
https://www.uuum.jp,safe
https://www.alemarahenglish.af,safe
https://www.realestateforsaleinaz.com,safe
http://protected-message2022-1311615844.cos.na-ashburn.myqcloud.com/secure.html,phishing
https://mdwf7pvx6sqihqxhot5r23wf7ukmkhw4vtomxhpypphq33hqdsqq.arweave.net/yoxfvrf0oipc53t7hw7f_rtfhtys3mud-hvpdezwhke,phishing
https://www.bettenrid.de,safe
http://help-id-meta-6425472544.web.app/,phishing
http://www.omwowxish.ga,phishing
https://mickeytech1.github.io/netflix-clone,phishing
http://www.xinyidaijieru.info,phishing
http://www.lwe-shaparak.ga,phishing
https://nicepriceoffice.nl/wp-content/languages/wpml/compact.php,phishing
https://www.amber-lang.net,safe
http://www.adobeupdater.org,phishing
http://mingovpldsjt.simpnesby.ga/,phishing
http://u2004226.plsk.regruhosting.ru/f/,phishing
https://beho.it/xgxltuy,phishing
https://www.medstar911.org,safe
https://www.eraseracismny.org,safe
https://www.nativetimes.com,safe
http://emiratesairlinesreservationumber.wikidot.com,phishing
http://smartones.top,phishing
https://bafybeictnktz5z7dyy5vxe2vxjdzlzrvaflgnwdzjgwqqpjafdcor3ed64.ipfs.dweb.link/,phishing
https://www.cecc.com,safe
https://www.transparenz.bremen.de,safe
https://www.annoyingfreakgames.com,safe
https://www.thegrace.com,safe
https://mojomusic.ro/wp-admin/xleetkdn/liinkedinhardest/900/index.php,phishing
https://528f2648-8480-49c9-b001-501083adcc48.id.repl.co/,phishing
https://www.emoryhealthcare.org,safe
https://www.doseofroses.com,safe
https://www.mebmarket.com,safe
https://www.moevenpick-wein.de,safe
http://www.api081902.seemonitor.xyz,phishing
https://www.nikkansports.com,safe
https://www.ladarbia.com,safe
https://www.threerivers.gov.uk,safe
https://cf-ipfs.com/ipfs/qmv1w4npl5lnvgynvsv8wqjsskagknkxpms7px7jrfpmml/gen.html,phishing
https://www.extremepickyeating.com,safe
https://www.fairhealthconsumer.org,safe
https://microsoft-se.com/640ba21772d52/e31ebfe69fbe434a57cb89e26417135f6a17d8d1/,phishing
https://saylo5xst.firebaseapp.com/,phishing
https://aol-104501.weeblysite.com/,phishing
https://att-105099.square.site/,phishing
https://ksheami.com/?article301=&_=/spip.php%232ul6dol2gmegls4woqvi8s0qdn05rgzpwjtdrzhh1pba,phishing
http://www.p30oopp.blogspot.com,phishing
https://www.aquahabitat.com,safe
https://www.everystudent.com,safe
https://www.notesfornurses.com,safe
http://www.tcc525e282b7a0afb69db3198b8dc8bb3b.ws,phishing
https://www.sporcle.com,safe
https://www.aiayu.com,safe
https://www.swiftoilchange.in,safe
https://www.idi.org.il,safe
https://www.unique-cottages.co.uk,safe
https://gateway.pinata.cloud/ipfs/bafybeiet6j4bfpytwwh6frgdk5mwnn3mwbvpdwlzya7xnidzcl4tl5adsu,phishing
http://www.myanmarnewsrecent.com,phishing
https://69d63a20-16b8-414a-a02e-f650f409515d.id.repl.co,phishing
https://www.wom.my,safe
https://www.ukstreetart.co.uk,safe
https://www.bmvc2021-virtualconference.com,safe
https://www.tiemathletic.com,safe
https://www.udvhadsereg.hu,safe
https://b1aaafa73fd75e.lhr.life/,phishing
https://sc.link/267j,phishing
https://forms.gle/swwpzakt11x6mtt37,phishing
https://www.maf-uk.org,safe
https://www.chickenwaterer.com,safe
http://www.l33t-milf.info,phishing
http://www.pangudownload.com,phishing
https://instagram-win-phone.firebaseapp.com/,phishing
http://www.posmecca.com,phishing
https://www.nslegislature.ca,safe
https://visaaprepaiddprocess2.web.app/,phishing
https://ipfs.best-practice.se/ipfs/bafybeig52bssadmmakzsrzm7rcd35bmb6gygf424di5lmo4ayowyq67y64/link.html,phishing
https://www.cucchiaio.it,safe
https://ancubache.web.app/,phishing
https://www.stevenderosa.com,safe
https://www.mtbs3d.com,safe
https://www.boulia.qld.gov.au,safe
http://cp16575.tw1.ru/httpdocs/login/ologin.php,phishing
https://www.math.columbia.edu,safe
https://www.trans-health.com,safe
http://www.axelaguilar.com,phishing
https://www.mera400.pl,safe
https://www.feast-magazine.co.uk,safe
https://www-info-epos.huixialing.com/jp.php,phishing
https://optimisticinternationalopensoundsystem--isa23e.repl.co/,phishing
https://www.gtopcars.com,safe
https://www.cryptopro.ru,safe
http://www.frehan.com,phishing
http://att-102239.weeblysite.com/,phishing
https://www.bloomsby.com,safe
https://facebook-help-7007412584352707.firebaseapp.com/,phishing
https://www.scribendi.com,safe
http://www.faceookbook.com,phishing
https://www.thecity.nyc,safe
https://bafybeicrc2ffcmxjmn6pp6mknsy4vx2zs5vf55zjpkq4e5uhrmyjm265ty.ipfs.dweb.link/tea1.html,phishing
https://www.allplaces.us,safe
https://e006840b-7349-4ef6-94e7-a93da384b6e0.id.repl.co/,phishing
https://www.acm-bcb.org,safe
https://www.fortisalberta.com,safe
https://www.missionnetaji.org,safe
https://swisspost.main.jp/swp/nv6588123/online.php,phishing
https://www.pctipsbox.com,safe
https://www.wolfram-media.com,safe
https://www.face.eu,safe
https://www.royalpalaces.se,safe
https://www.apraxia-kids.org,safe
https://www.lutheranhour.org,safe
http://www.nergy.ca,phishing
http://www.theloveiskindnetwork.com,phishing
http://www.yourip.us,phishing
https://accessible0-document-morroco-3jl58.ondigitalocean.app/,phishing
https://www.amazing-holland.nl,safe
https://www.pressalert.ro,safe
https://www.caricaturemaster.com,safe
https://vn091-ab992.web.app/,phishing
https://www.miamibreastcenter.com,safe
http://www-kastropgroup-com.usrfiles.com/html/0e472f_4d9b2a88f72eb4191a8eb158b004ca1f.html,phishing
http://www.hvjaoahgv.site,phishing
https://www.businessinafrica.net,safe
https://www.fopconnect.com,safe
https://www.news.janegoodall.org,safe
https://www.ladyalthaea.com,safe
https://www.forecastinternational.com,safe
http://www.cellfom.com,phishing
http://www.culturasmetropolitanas.org,phishing
https://ipfs.io/ipfs/qmyvctxkrfxmbecfvfhadb8qjpldgf2jq54ptavxfeyxda,phishing
https://www.abbeytheatre.ie,safe
https://www.alynn.com,safe
http://www.rqztech.com,phishing
https://www.capitainpetzel.de,safe
https://www.wordsmyth.net,safe
https://cf-ipfs.com/ipfs/qmxfeiyjt4yq6iyoab2fajdw1zpcs389azseuklfwdivzf,phishing
https://www.page.org.au,safe
https://www.st-barthelemy.be,safe
http://www.com.conferencesinfo.com,phishing
https://www.yadifa.eu,safe
https://www.billiardsdigest.com,safe
http://www.turnerswindowstylings.com,phishing
https://www.camthachcompany.com,safe
https://www.canadianhorseracinghalloffame.com,safe
https://www.ancruzeiros.pt,safe
http://www.shopeevxs.live/,phishing
https://www.pass-the-baton.com,safe
https://www.worldenergy.net,safe
http://www.bulk-approach.site,phishing
https://minhnguyenvn.ml/aa/,phishing
https://metamask.xlylh6.top,phishing
https://www.alnwickgarden.com,safe
http://www.ip-shaparak.gq,phishing
http://www.sarane-nan.gq,phishing
https://www.wscs.info,safe
https://www.ontrackplant.com,safe
https://www.hyundaicapitalbrasil.com,safe
https://myparcel-7da57.firebaseapp.com/,phishing
https://maildinshaakckjnw565.web.app/,phishing
https://pub-dcd992e051224d49bc4d37f504eeac15.r2.dev/wsom.html,phishing
https://btinternetbbg.weebly.com/,phishing
https://www.hgtv.ca,safe
https://www.mehdijournal.com,safe
http://shein.gifts,phishing
http://antille-guyane.github.io/bnpparibas.net,phishing
http://www.rakoten-card.zbqtfrb.cn/,phishing
https://www.harmonicinc.com,safe
https://www.babylonjs.com,safe
https://www.adesignmedia.com,safe
https://www.chinahistoryforum.com,safe
https://metasupport17896312023133.live/contact/id=b25g62f1/review/twofactor.php?next=https%3a%2f%2fwww.facebook.com%2f,phishing
https://c2864d40-4761-45ee-be1f-d080bddb6687.id.repl.co/,phishing
https://www.lynchburgvirginia.org,safe
https://www.foxsuper6.com,safe
https://appeal-caseid-26fb0.firebaseapp.com/,phishing
http://129.226.211.41/interactivelogin?continue=https://accounts.google.com/?&amp;followup=https://accounts.google.com/?&amp;passive=1209600&amp;xrealip=107.178.232.231&amp;ifkv=awnoghddvxdltvr3w3vqeap4-gpuyj10dzfqpyjv9eczpb-ln0ydfum3cmowaiepa0bbzolcijkmvq,phishing
https://www.eblackstudies.org,safe
https://www.juwi.com,safe
http://www.doctorcarmax.com,phishing
http://www.saiaonaard.co.jp.nhgwrw.top/ai/sign.php,phishing
https://digitaleactualisation.web.app/,phishing
https://shich6gyg.firebaseapp.com/,phishing
http://www.win32support.com,phishing
http://www.httpws024.hemnes.win,phishing
https://wwwsnbc.tidujns.com/jp.php,phishing
https://www.huntingact.org,safe
http://zmindustrial.com.mx/comsx/,phishing
https://www.hikaritakano.co,safe
https://one-drive-371107.uk.r.appspot.com/,phishing
https://www.skichild.com,safe
https://www.sor.ro,safe
https://inezkelley-1317634057.cos.na-siliconvalley.myqcloud.com/inezkelley.html,phishing
